Axis 1,Axis 2,Provincia,no2,pm10,pm25,o3
20.854141,-8.516824,Ancona,29.333333333333332,36.53846153846154,20.444444444444443,53.833333333333336
-42.555355,-10.263608,Aosta,26.1,25.5,15.0,61.0
-27.992678,-14.7135,Arezzo,26.0,20.5,17.0,64.0
-42.18266,-8.2851715,Ascoli Piceno,30.0,27.0,13.0,62.0
19.548487,-6.3878098,Asti,32.666666666666664,38.666666666666664,23.0,55.0
28.89087,-4.083384,Avellino,39.0,42.5,26.0,33.0
-52.544624,12.270422,Belluno,13.75,18.75,21.0,61.25
35.857853,24.595623,Benevento,34.0,55.5,26.0,47.0
33.37606,34.441612,Bergamo,39.57142857142857,39.42857142857143,31.25,46.333333333333336
16.029715,-12.709758,Biella,29.0,32.333333333333336,19.0,55.0
-18.82239,16.838484,Bologna,33.857142857142854,31.285714285714285,21.666666666666668,48.666666666666664
14.234516,-42.779995,Bolzano,32.2,18.923076923076923,15.555555555555555,39.84615384615385
34.20524,31.311876,Brescia,36.666666666666664,42.333333333333336,32.0,49.0
-0.47580737,49.830513,Caserta,28.25,50.666666666666664,24.0,73.66666666666667
-55.12823,15.963331,Cosenza,10.666666666666666,18.666666666666668,14.0,66.0
35.185265,27.195236,Cremona,32.4,47.25,31.0,45.333333333333336
2.5974665,0.26659185,Crotone,35.0,28.0,19.0,60.0
17.043104,-19.375093,Cuneo,26.333333333333332,32.0,21.0,53.666666666666664
12.095367,-24.717047,Ferrara,28.4,33.25,22.0,50.0
2.1434183,4.51132,Firenze,41.875,33.42857142857143,18.0,55.666666666666664
19.707212,-20.450396,Forli'-Cesena,22.666666666666668,32.0,18.5,52.25
-2.2415981,50.876827,Frosinone,40.42857142857143,40.0,22.0,83.0
5.0820866,4.4358873,Genova,46.30769230769231,26.333333333333332,16.0,58.25
-56.03856,-4.074603,Grosseto,23.0,24.0,12.0,64.5
-43.784393,-13.14018,La Spezia,22.625,25.833333333333332,16.0,64.33333333333333
11.422561,-10.661195,Latina,33.0,29.333333333333332,19.0,54.0
-43.681705,-17.169422,Lecce,14.666666666666666,28.0,20.0,67.375
0.2183009,44.870075,Lecco,34.44444444444444,32.142857142857146,26.0,63.625
-54.49356,-3.7900298,Livorno,23.7,23.8,12.5,64.0
12.835304,40.267265,Lodi,29.428571428571427,39.666666666666664,29.0,45.666666666666664
-56.06052,17.42449,Macerata,10.0,20.5,11.0,63.0
11.25116,40.690647,Mantova,29.4,39.833333333333336,29.333333333333332,51.5
35.423073,44.91666,Milano,51.90909090909091,45.833333333333336,33.0,46.666666666666664
27.095234,30.027143,Modena,39.55555555555556,37.125,23.333333333333332,49.0
36.297215,46.03037,Monza e della Brianza,58.0,46.5,39.0,42.0
26.841404,-5.4918437,Napoli,31.375,44.375,22.666666666666668,43.375
8.714567,18.262218,Novara,46.666666666666664,34.0,26.0,48.0
4.2573595,46.973625,Padova,30.833333333333332,39.42857142857143,30.0,57.5
17.322655,-11.806718,Parma,30.0,33.5,19.0,56.0
18.624918,-41.462246,Perugia,24.615384615384617,24.785714285714285,16.4,50.5
-21.351898,19.389442,Pesaro e Urbino,32.5,35.0,20.0,46.5
6.488817,-30.168407,Piacenza,23.6,27.75,25.0,51.0
16.078869,-40.565994,Pisa,30.5,26.666666666666668,18.0,49.75
39.505104,32.96633,Pistoia,33.4,38.5,42.0,38.0
10.739075,-28.09634,Pordenone,27.6,31.11111111111111,22.0,46.666666666666664
7.030195,16.765053,Prato,47.0,31.333333333333332,22.0,52.0
8.070925,-28.539192,Ravenna,24.2,32.25,24.5,47.333333333333336
-47.20072,-15.654099,Reggio di Calabria,17.0,28.0,14.0,70.0
12.155698,-20.51494,Reggio nell'Emilia,29.0,31.166666666666668,23.666666666666668,55.25
-54.084015,14.326534,Rieti,16.5,20.5,14.5,66.5
21.76515,-21.624207,Rimini,18.0,28.5,20.5,52.25
5.6701493,16.208822,Roma,47.125,31.375,20.571428571428573,49.1
24.154985,-7.326152,Rovigo,26.2,39.5,22.0,50.0
-20.293257,18.298021,Salerno,33.75,33.0,19.0,46.5
-26.40834,-14.787597,Savona,28.375,21.857142857142858,19.0,61.333333333333336
11.5029545,-30.95032,Sondrio,27.75,25.0,23.0,46.333333333333336
-44.549316,-14.839172,Taranto,18.454545454545453,26.3,17.5,64.6
16.069021,-38.894257,Terni,27.6,29.6,18.5,47.8
6.7502375,48.192078,Torino,39.0,32.833333333333336,35.0,56.0
9.65732,-9.720156,Trento,34.375,24.75,18.8,54.666666666666664
8.518328,40.715874,Treviso,23.166666666666668,34.6,28.666666666666668,55.6
2.7482934,1.8498251,Trieste,37.625,29.166666666666668,18.0,60.5
-24.164482,-14.873702,Udine,27.166666666666668,26.6,21.0,61.375
32.4928,31.053522,Varese,35.2,41.0,30.0,48.666666666666664
37.123234,31.994576,Venezia,33.2,40.285714285714285,33.5,47.285714285714285
12.682762,-22.962374,Vercelli,30.0,33.0,22.0,53.0
29.700533,30.64268,Verona,36.45454545454545,39.8,28.0,51.333333333333336
2.3627524,46.93909,Vicenza,29.818181818181817,39.75,27.0,61.0
-56.20083,-1.8728703,Viterbo,23.5,23.5,13.0,67.0
